Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
UX Researcher,91404,6,Master's,0.83,0.91,0.51,Medium,0.03,0.67,0.4,0.45,0.87,0.46,0.02,0.23,0.48,0.42
Data Scientist,133587,16,Bachelor's,0.43,0.99,0.67,Medium,0.52,0.49,0.58,0.69,0.11,0.82,0.44,0.07,0.79,0.38
AI Engineer,133080,14,Bachelor's,0.13,1.09,0.21,Low,0.05,0.24,0.8,0.05,0.86,0.66,0.43,0.35,0.02,0.83
Data Scientist,50758,26,Bachelor's,0.79,0.72,0.33,Medium,0.53,0.06,0.77,0.72,0.88,0.64,0.07,0.25,0.81,0.17
AI Engineer,133613,11,PhD,0.71,1.37,0.06,Low,0.57,0.85,0.4,0.3,0.8,0.34,0.0,0.96,0.59,0.82
Software Engineer,115642,19,PhD,0.22,0.7,0.37,Medium,0.78,0.23,0.53,0.45,0.58,0.88,0.87,0.45,0.02,0.43
UX Researcher,68669,17,Master's,0.49,1.36,0.34,Medium,0.45,0.29,0.1,0.76,0.51,0.56,0.41,0.46,0.12,0.67
Software Engineer,136081,29,High School,0.84,0.98,0.51,Medium,0.3,0.49,0.13,0.96,0.8,0.67,0.54,0.79,0.49,0.3
Software Engineer,48728,11,Bachelor's,0.65,1.43,0.36,Medium,0.18,0.43,0.81,0.29,0.25,0.62,0.54,0.06,0.08,0.64
Data Scientist,119363,1,PhD,0.35,1.39,0.37,Medium,0.15,0.58,0.66,0.19,0.39,0.95,0.25,0.67,0.74,0.45
AI Engineer,33692,25,High School,0.73,1.3,0.29,Low,0.61,0.25,0.92,0.78,0.57,0.7,0.92,0.71,0.37,0.71
Software Engineer,80075,22,Bachelor's,0.65,1.45,0.62,Medium,0.04,0.33,0.47,0.31,0.7,0.83,0.73,0.99,0.27,0.87
AI Engineer,135899,24,Bachelor's,0.53,1.25,0.16,Low,0.75,0.2,0.37,0.63,0.02,0.72,0.84,0.4,0.45,0.85
UX Researcher,54940,26,Master's,0.06,0.55,0.47,Medium,0.93,0.29,0.43,0.1,0.49,0.7,0.27,0.3,0.84,0.01
Software Engineer,144326,14,PhD,0.39,0.8,0.56,Medium,0.83,0.56,0.03,0.46,0.46,0.54,0.67,0.02,0.5,0.59
Software Engineer,49359,26,Bachelor's,0.9,0.77,0.41,Medium,0.3,0.61,0.44,0.73,0.89,0.67,0.2,0.93,0.26,0.15
UX Researcher,98354,16,High School,0.84,0.53,0.63,Medium,0.14,0.89,0.73,0.16,0.57,0.31,0.18,0.86,0.4,0.4
Data Scientist,93766,10,PhD,0.0,1.43,0.44,Medium,0.4,0.17,0.38,0.8,0.8,0.94,0.4,0.71,0.51,0.8
AI Engineer,75986,27,PhD,0.5,0.52,0.14,Low,0.74,0.51,0.24,0.34,0.86,0.53,0.53,0.96,0.32,0.48
AI Engineer,36473,18,Bachelor's,0.58,0.57,0.09,Low,0.89,0.61,0.95,1.0,0.37,0.3,0.86,1.0,0.63,0.8
Data Scientist,107593,25,Master's,0.86,0.99,0.53,Medium,0.57,0.41,0.19,0.75,0.13,0.1,0.71,0.21,0.31,0.48
Software Engineer,91743,6,Bachelor's,0.11,1.03,0.64,Medium,0.74,0.22,0.4,0.51,0.81,0.84,0.91,0.51,0.69,0.11
Data Scientist,52380,16,PhD,0.01,1.49,0.37,Medium,0.47,0.87,0.23,0.48,0.13,0.4,0.18,0.36,0.37,0.99
UX Researcher,32035,15,Master's,0.31,1.42,0.56,Medium,0.44,0.79,0.82,0.29,0.34,0.94,0.16,0.04,0.45,0.8
Data Scientist,59974,11,Master's,0.15,1.39,0.41,Medium,0.14,0.12,0.7,0.01,0.47,0.12,0.85,0.96,0.96,0.44
Software Engineer,66476,11,Master's,0.4,1.46,0.7,Medium,0.73,0.23,0.1,0.41,0.86,0.72,0.88,0.62,0.13,0.11
Software Engineer,82271,11,PhD,0.24,1.23,0.57,Medium,0.32,0.18,0.1,0.74,0.45,0.32,0.86,0.59,0.52,0.74
Software Engineer,132859,26,Master's,0.16,0.64,0.54,Medium,0.9,0.79,0.55,0.42,0.62,0.44,0.25,0.68,0.87,0.37
AI Engineer,99810,10,High School,0.43,0.9,0.06,Low,0.7,0.81,0.66,0.15,0.1,0.57,0.4,0.43,0.97,0.72
UX Researcher,90360,6,Master's,0.02,0.53,0.57,Medium,0.84,0.71,0.41,0.03,0.97,0.99,0.55,0.07,0.54,0.89
AI Engineer,130290,4,High School,0.72,0.58,0.08,Low,0.13,0.9,0.53,0.79,0.12,0.93,0.82,0.22,0.87,0.26
AI Engineer,131041,12,Bachelor's,0.35,1.25,0.16,Low,0.84,0.88,0.3,0.82,0.15,0.33,0.52,0.23,0.58,0.58
Software Engineer,134087,23,Bachelor's,0.8,1.13,0.43,Medium,0.23,0.88,0.84,0.23,0.04,0.8,0.62,0.1,0.59,0.45
AI Engineer,90985,20,PhD,0.21,0.95,0.09,Low,0.96,0.78,0.74,0.69,0.42,0.92,0.07,0.8,0.22,0.32
AI Engineer,60011,16,Master's,0.26,1.35,0.14,Low,0.23,0.18,0.32,0.07,0.03,0.61,0.62,0.53,0.76,0.04
Software Engineer,107255,21,Bachelor's,0.92,0.58,0.67,Medium,0.71,0.33,0.39,0.74,0.6,0.67,0.39,0.49,0.99,0.21
AI Engineer,50491,14,High School,0.74,0.5,0.12,Low,0.54,0.53,0.64,0.3,0.54,0.19,0.19,0.58,0.69,0.12
Data Scientist,74775,17,PhD,0.3,0.77,0.35,Medium,0.51,0.15,0.62,0.16,0.58,0.83,0.04,0.42,0.46,0.79
AI Engineer,112201,21,Bachelor's,0.35,0.83,0.24,Low,0.45,0.21,0.2,0.86,0.68,0.55,0.4,0.43,0.06,0.45
Data Scientist,76647,22,PhD,0.92,0.8,0.55,Medium,0.82,0.51,0.72,0.31,0.31,0.67,0.71,0.94,0.22,0.47
AI Engineer,138197,12,Bachelor's,0.08,0.9,0.14,Low,0.27,0.3,0.36,0.99,0.78,0.07,0.87,0.63,0.89,0.34
AI Engineer,112604,20,Bachelor's,0.54,1.35,0.06,Low,0.89,0.67,0.62,0.63,0.3,0.42,0.8,0.31,0.47,0.02
AI Engineer,61478,7,Bachelor's,0.42,1.03,0.08,Low,0.99,0.3,0.63,0.58,0.79,0.29,0.76,0.38,0.41,0.67
AI Engineer,59328,16,Bachelor's,0.9,1.37,0.27,Low,0.27,0.03,0.26,0.28,0.91,0.65,0.08,0.14,0.16,0.63
Data Scientist,51951,7,Bachelor's,0.58,0.57,0.32,Medium,0.06,0.94,0.85,0.84,0.92,0.51,0.25,0.4,0.72,0.88
Data Scientist,136203,9,PhD,0.51,1.31,0.59,Medium,0.62,0.15,0.84,0.94,0.14,0.49,0.26,0.75,0.72,0.14
AI Engineer,67499,1,Master's,0.29,0.67,0.25,Low,0.96,0.41,0.95,0.82,0.48,0.67,0.43,0.56,0.06,0.7
Software Engineer,99074,21,Master's,0.63,0.92,0.52,Medium,0.21,0.69,0.96,0.46,0.52,0.24,0.89,0.97,0.79,0.54
Software Engineer,70154,27,PhD,0.38,1.03,0.68,Medium,0.68,0.65,0.71,0.92,0.25,0.61,0.4,0.01,0.13,0.32
Data Scientist,127556,8,High School,0.64,1.35,0.52,Medium,0.41,0.98,0.58,0.87,0.95,0.68,0.55,0.0,0.04,0.2
Software Engineer,48225,11,High School,0.96,0.73,0.34,Medium,0.15,0.7,0.73,0.67,0.34,0.17,0.58,0.48,0.73,0.44
AI Engineer,51661,1,Bachelor's,0.26,1.37,0.21,Low,0.02,0.72,0.04,1.0,0.87,0.3,0.26,0.38,0.36,0.37
UX Researcher,44234,4,Bachelor's,0.34,1.03,0.56,Medium,0.08,0.49,0.36,0.87,0.88,0.7,0.66,0.73,0.37,0.4
Software Engineer,134383,0,High School,0.94,1.22,0.52,Medium,0.77,0.37,0.73,0.41,0.28,0.61,0.69,0.46,0.57,0.69
Data Scientist,104362,11,PhD,0.31,0.98,0.69,Medium,0.67,0.15,0.13,0.2,0.77,0.3,0.02,0.94,0.17,0.01
Data Scientist,143115,0,Bachelor's,0.43,1.08,0.6,Medium,0.27,0.89,0.98,0.49,0.94,0.0,0.89,0.31,0.31,0.23
Software Engineer,123304,23,Master's,0.93,1.06,0.4,Medium,0.21,0.14,0.42,0.14,0.42,0.15,0.66,0.79,0.55,0.68
Data Scientist,41352,4,PhD,0.93,1.26,0.32,Medium,0.84,0.94,0.99,0.13,0.61,0.2,0.26,0.75,0.98,0.59
UX Researcher,43679,21,High School,0.04,1.1,0.46,Medium,0.89,0.3,0.43,0.53,0.27,0.91,0.46,0.42,0.85,0.31
Data Scientist,112124,0,High School,0.65,1.03,0.39,Medium,0.2,0.91,0.26,0.28,0.41,0.14,0.51,0.67,0.79,0.71
AI Engineer,139640,22,Bachelor's,0.76,1.33,0.27,Low,0.61,0.86,0.02,0.11,0.09,0.71,0.07,0.5,0.47,0.31
Data Scientist,80530,11,PhD,0.15,1.26,0.59,Medium,0.57,0.47,0.89,0.77,0.81,0.81,0.64,0.46,0.86,0.93
AI Engineer,102022,26,High School,0.95,0.56,0.27,Low,0.3,0.5,0.42,0.17,0.36,0.19,0.2,0.19,0.49,0.8
Software Engineer,64477,20,Bachelor's,0.63,1.08,0.69,Medium,0.89,0.41,0.37,0.3,0.15,0.14,0.13,0.11,0.24,0.31
UX Researcher,32565,13,High School,0.58,1.49,0.45,Medium,0.46,0.32,0.18,0.14,0.95,0.99,0.04,0.15,0.42,0.19
Software Engineer,32599,20,High School,0.87,1.25,0.39,Medium,0.07,0.72,0.39,0.77,0.45,0.35,0.45,0.75,0.9,0.05
Software Engineer,41394,24,Bachelor's,0.69,1.41,0.68,Medium,0.03,0.99,0.32,0.84,0.18,0.06,0.38,0.86,0.22,0.15
UX Researcher,41246,26,High School,0.98,0.57,0.66,Medium,0.31,0.59,0.68,0.14,0.44,0.33,0.06,0.83,0.05,0.65
Software Engineer,145650,29,Bachelor's,0.56,0.61,0.69,Medium,0.57,0.15,0.31,0.8,0.52,0.19,0.1,0.43,0.34,0.66
Data Scientist,102264,4,PhD,0.93,0.95,0.57,Medium,0.27,0.41,0.71,0.51,0.93,0.74,0.56,0.89,0.67,0.65
UX Researcher,91284,13,High School,0.42,1.36,0.39,Medium,0.39,0.32,0.15,0.29,0.23,0.92,0.74,0.32,0.76,0.02
Data Scientist,51200,20,High School,0.25,0.61,0.65,Medium,0.2,0.82,0.41,0.01,0.73,0.6,0.34,0.28,0.07,0.94
UX Researcher,91561,20,High School,0.25,1.39,0.6,Medium,0.73,0.35,0.89,0.64,0.85,0.36,0.15,0.33,0.46,0.53
Software Engineer,54453,10,High School,0.77,1.24,0.66,Medium,0.01,0.22,0.83,0.67,0.89,0.06,0.6,0.57,0.04,0.51
UX Researcher,129821,29,Master's,0.19,0.77,0.56,Medium,0.47,0.86,0.34,0.27,0.98,0.91,0.03,0.77,0.11,0.03
AI Engineer,143352,14,Bachelor's,0.97,0.96,0.29,Low,0.2,0.9,0.01,0.55,0.42,0.53,0.55,0.39,1.0,0.98
UX Researcher,37163,0,Bachelor's,0.44,1.36,0.37,Medium,0.53,0.36,0.12,0.05,0.56,0.02,0.1,0.35,0.04,0.4
UX Researcher,144759,18,Bachelor's,0.54,1.21,0.44,Medium,0.75,0.62,0.46,0.19,0.3,0.62,0.43,0.89,0.23,0.07
AI Engineer,47330,9,PhD,0.11,0.58,0.06,Low,0.54,0.71,0.13,0.64,0.48,0.99,0.72,0.66,0.57,1.0
UX Researcher,55463,8,High School,0.5,1.2,0.33,Medium,0.94,0.46,0.94,0.11,0.95,0.11,0.46,0.94,0.23,0.03
UX Researcher,115275,13,PhD,0.6,1.01,0.31,Medium,0.65,0.17,0.93,0.69,0.71,0.23,0.88,0.54,0.86,0.27
AI Engineer,126666,18,High School,0.58,1.43,0.13,Low,0.37,0.05,0.59,0.72,0.77,0.15,0.44,0.18,0.66,0.16
UX Researcher,105664,4,PhD,0.24,1.46,0.6,Medium,0.57,0.31,0.22,0.72,0.52,0.52,0.07,0.51,0.82,0.95
Data Scientist,133722,9,Bachelor's,0.31,0.65,0.47,Medium,0.96,0.41,0.35,0.44,0.01,0.13,0.85,0.98,0.16,0.54
Software Engineer,93483,25,PhD,0.25,0.68,0.48,Medium,0.04,0.79,0.88,0.69,0.27,0.12,0.38,0.83,0.35,0.03
Data Scientist,73815,28,PhD,0.26,0.73,0.46,Medium,0.59,0.55,0.24,0.89,0.11,0.04,0.6,0.12,0.5,0.95
Data Scientist,116483,5,High School,0.29,0.66,0.58,Medium,0.64,0.88,0.96,0.86,0.06,0.66,0.78,0.98,0.37,0.17
Data Scientist,149346,28,High School,0.32,1.1,0.46,Medium,0.4,0.73,0.36,0.69,0.01,0.32,0.32,0.75,0.31,0.63
UX Researcher,104399,19,PhD,0.66,1.1,0.47,Medium,0.37,0.56,0.06,0.88,0.83,0.35,0.57,0.93,0.27,0.74
Software Engineer,108267,16,Bachelor's,0.03,0.86,0.6,Medium,0.95,0.38,0.87,0.39,0.18,0.0,0.33,0.38,0.95,0.21
Data Scientist,120299,5,High School,0.16,0.85,0.63,Medium,0.38,0.61,0.5,0.72,0.16,0.92,0.64,0.27,0.12,0.15
AI Engineer,46915,29,Master's,0.53,1.35,0.18,Low,0.32,0.52,0.11,0.13,0.69,0.92,0.73,0.07,0.4,0.0
AI Engineer,59179,21,High School,0.19,1.37,0.08,Low,0.0,0.45,0.16,0.74,0.92,0.04,0.4,1.0,0.73,0.95
UX Researcher,86195,10,Bachelor's,0.22,0.52,0.6,Medium,0.15,0.87,0.64,0.23,0.16,0.63,0.9,0.72,0.35,0.59
UX Researcher,133488,28,PhD,0.85,0.56,0.36,Medium,0.58,0.74,0.08,0.92,0.97,0.61,0.48,0.74,0.33,0.49
Software Engineer,42054,7,Bachelor's,0.43,1.4,0.51,Medium,0.51,0.06,0.92,0.18,0.53,0.8,0.22,0.53,0.24,0.76
AI Engineer,73441,18,PhD,0.86,1.39,0.21,Low,0.73,0.55,0.38,0.65,0.91,0.42,0.31,0.39,0.44,0.07
Data Scientist,94566,27,Bachelor's,0.31,1.01,0.53,Medium,0.07,0.65,0.49,0.54,0.83,0.34,0.17,0.55,0.95,0.52
UX Researcher,104745,20,High School,0.85,1.32,0.6,Medium,0.63,0.68,0.81,0.66,0.33,0.38,0.9,0.02,0.7,0.95
UX Researcher,135454,1,PhD,0.36,1.44,0.65,Medium,0.29,0.16,0.45,0.36,0.68,0.97,0.36,0.06,0.9,0.04
Software Engineer,68921,19,Master's,0.35,1.45,0.64,Medium,0.29,0.01,0.3,0.28,0.89,0.97,0.07,0.47,0.55,0.09
Data Scientist,111339,0,Bachelor's,0.46,1.14,0.34,Medium,0.9,0.57,0.78,0.79,0.26,0.53,0.96,0.09,0.68,0.96
Data Scientist,70720,17,Bachelor's,0.86,1.43,0.6,Medium,0.23,0.33,0.04,0.83,0.85,0.63,0.35,0.08,0.75,0.73
AI Engineer,121814,0,High School,0.51,0.97,0.24,Low,0.83,0.75,0.14,0.62,0.08,0.69,0.38,0.13,0.86,0.61
AI Engineer,79678,0,Bachelor's,0.77,1.16,0.1,Low,0.4,0.78,0.95,0.08,0.54,0.31,0.23,0.51,0.61,0.01
Software Engineer,127155,3,PhD,0.75,0.89,0.66,Medium,0.18,0.29,0.55,0.32,0.42,0.49,0.86,0.52,0.36,0.25
Software Engineer,127501,7,PhD,0.45,1.31,0.4,Medium,0.88,0.56,0.61,0.88,0.82,0.6,0.75,0.43,0.55,0.06
Data Scientist,44870,15,PhD,0.72,0.72,0.41,Medium,0.75,0.18,0.25,0.02,0.72,0.62,0.69,0.21,0.69,0.6
Data Scientist,127677,13,Bachelor's,0.64,0.84,0.35,Medium,0.09,0.34,0.14,0.27,0.05,0.6,0.15,0.76,0.22,0.8
Data Scientist,140415,12,PhD,0.52,0.64,0.38,Medium,0.31,0.59,0.33,0.75,0.62,0.87,0.5,0.33,1.0,0.36
Software Engineer,114116,1,Master's,0.83,1.04,0.51,Medium,0.7,0.86,0.94,0.54,0.15,0.88,0.04,0.81,0.68,0.9
Data Scientist,115380,12,PhD,0.87,0.66,0.67,Medium,0.95,0.87,0.25,0.86,0.5,0.59,0.84,0.03,0.36,0.82
Software Engineer,81179,29,Master's,0.71,0.94,0.37,Medium,0.46,0.61,0.33,0.51,0.13,0.45,0.09,0.05,0.86,0.21
Software Engineer,84232,19,Master's,0.68,1.04,0.62,Medium,0.65,0.88,0.38,0.59,0.87,0.21,0.49,0.96,0.47,0.25
UX Researcher,141038,14,PhD,0.86,1.04,0.42,Medium,0.35,0.34,0.33,0.24,0.61,0.9,0.31,0.19,0.84,0.74
Data Scientist,49517,21,Bachelor's,0.88,0.66,0.33,Medium,0.27,0.61,0.12,0.47,0.63,0.85,0.23,0.82,0.23,0.68
AI Engineer,102868,7,Bachelor's,0.29,1.31,0.17,Low,0.65,0.19,0.53,0.32,0.53,0.78,0.77,0.35,0.69,0.94
UX Researcher,38738,16,High School,0.77,0.76,0.43,Medium,0.31,0.65,0.06,0.49,0.13,0.82,0.38,0.53,0.03,0.06
UX Researcher,142674,24,Bachelor's,0.18,0.54,0.33,Medium,0.66,0.14,0.49,0.15,0.17,0.0,0.32,0.09,0.39,0.6
AI Engineer,53043,0,High School,0.92,1.45,0.17,Low,0.37,0.28,0.5,0.93,0.15,0.42,0.91,0.35,0.77,0.39
Data Scientist,55734,17,PhD,0.1,1.06,0.35,Medium,0.21,0.17,0.07,0.67,0.46,0.83,0.1,0.14,0.31,0.77
Data Scientist,79117,3,PhD,0.01,1.24,0.59,Medium,0.17,0.96,0.22,0.46,0.11,0.6,0.38,0.35,0.83,0.01
UX Researcher,90359,15,Master's,0.68,0.87,0.59,Medium,0.41,0.63,0.77,0.55,0.54,0.09,0.41,0.55,0.46,0.9
Software Engineer,138322,14,PhD,0.43,1.12,0.31,Medium,0.4,0.15,0.54,0.84,0.52,0.04,0.03,0.61,0.33,0.57
UX Researcher,52844,24,Master's,0.71,0.54,0.38,Medium,0.34,0.79,0.79,0.95,0.92,0.08,0.83,0.45,0.87,0.09
Data Scientist,35725,9,Master's,0.47,0.63,0.33,Medium,0.19,0.26,0.28,0.65,0.05,0.08,0.19,0.87,0.63,0.73
Software Engineer,107831,23,Master's,0.06,0.64,0.48,Medium,0.38,0.78,0.16,0.98,0.32,0.43,0.27,0.58,0.06,0.15
Software Engineer,127204,15,Bachelor's,0.03,1.47,0.56,Medium,0.52,0.27,0.66,0.36,0.7,0.68,0.09,0.91,0.49,0.39
Data Scientist,106489,11,High School,0.44,1.22,0.56,Medium,0.17,0.99,0.46,0.39,0.92,0.53,0.71,0.85,0.24,0.17
AI Engineer,93560,21,PhD,0.6,0.72,0.13,Low,0.13,0.25,0.82,0.64,0.95,0.05,0.79,0.7,0.26,0.73
Software Engineer,121703,15,Master's,0.9,0.95,0.46,Medium,0.04,0.36,0.85,0.76,0.22,0.41,0.2,0.95,0.6,0.75
Data Scientist,48050,29,Bachelor's,0.68,1.05,0.57,Medium,0.52,0.69,0.04,0.37,0.21,0.1,0.23,0.19,0.97,0.29
Data Scientist,147511,0,High School,1.0,0.76,0.59,Medium,0.55,0.31,0.16,0.9,0.6,0.82,0.55,0.22,0.34,0.38
Software Engineer,46791,4,Bachelor's,0.01,1.49,0.69,Medium,1.0,0.48,0.96,0.4,0.03,0.22,0.95,0.01,0.55,0.08
UX Researcher,114300,16,Master's,0.09,1.36,0.54,Medium,0.9,0.69,0.97,0.51,0.64,0.58,0.48,0.85,0.64,0.8
UX Researcher,105073,1,Master's,0.28,1.4,0.37,Medium,0.68,0.92,0.54,0.88,0.12,0.49,0.46,0.01,0.44,0.37
UX Researcher,35922,23,Bachelor's,1.0,1.45,0.54,Medium,0.14,0.26,0.36,0.87,0.17,0.22,0.35,0.93,0.5,0.65
UX Researcher,143868,27,Master's,0.06,1.23,0.43,Medium,0.68,0.62,0.5,0.85,0.71,0.89,0.28,0.35,0.62,0.97
Data Scientist,97500,23,Master's,0.26,1.1,0.57,Medium,0.47,0.34,0.62,0.98,0.43,0.39,0.46,0.08,0.55,0.33
Data Scientist,131471,4,Master's,0.98,0.92,0.38,Medium,0.52,0.65,0.32,0.71,0.98,0.9,0.29,0.33,0.37,0.39
Data Scientist,65319,25,High School,0.76,0.87,0.65,Medium,0.93,0.02,0.99,0.71,0.52,0.39,0.52,0.32,0.62,0.09
AI Engineer,62380,2,Master's,0.29,1.12,0.1,Low,0.22,0.07,0.75,0.51,0.24,0.56,0.35,0.84,0.53,0.03
Software Engineer,49098,6,Master's,0.2,0.64,0.43,Medium,0.58,0.6,0.59,0.12,0.6,0.41,0.9,0.91,0.77,0.7
Software Engineer,43950,2,PhD,0.16,1.0,0.67,Medium,0.25,0.83,0.31,0.27,0.9,0.05,0.66,0.04,0.8,0.83
Software Engineer,80262,17,High School,0.33,1.17,0.51,Medium,0.39,0.15,0.02,0.22,0.11,0.79,0.11,0.72,0.39,0.07
AI Engineer,100529,27,Bachelor's,0.58,0.74,0.27,Low,0.05,0.2,0.75,0.71,0.29,0.06,0.86,0.31,0.2,0.52
AI Engineer,93815,3,High School,0.79,0.91,0.22,Low,0.51,0.24,0.8,0.08,0.52,0.21,0.07,0.5,0.5,0.71
Software Engineer,148297,29,Bachelor's,0.77,1.08,0.63,Medium,0.99,0.3,0.12,0.73,0.98,0.12,0.43,0.06,0.78,0.95
Data Scientist,52761,0,Master's,0.89,1.14,0.4,Medium,0.39,0.97,0.86,0.02,0.98,0.37,0.7,0.71,0.91,0.89
UX Researcher,85652,22,Master's,0.53,0.53,0.49,Medium,0.23,0.41,0.86,0.77,0.24,0.98,0.9,0.53,0.53,0.9
Software Engineer,55286,23,PhD,0.28,1.28,0.57,Medium,0.6,0.19,0.22,0.05,0.24,0.35,0.83,0.37,0.75,0.44
AI Engineer,89977,3,Master's,0.27,0.76,0.13,Low,0.84,0.03,0.23,0.9,0.64,0.23,0.22,0.86,0.89,0.26
Software Engineer,67133,19,Bachelor's,0.83,1.27,0.63,Medium,0.52,0.91,0.33,0.16,0.71,0.54,0.85,0.08,0.84,0.29
AI Engineer,66155,9,PhD,0.87,1.25,0.26,Low,0.16,0.69,0.98,0.61,0.17,1.0,0.53,0.84,0.15,0.67
UX Researcher,116070,24,PhD,0.53,0.79,0.35,Medium,0.3,0.35,0.71,0.18,0.11,0.39,0.46,0.63,0.71,0.89
AI Engineer,98500,6,Bachelor's,0.19,1.22,0.14,Low,0.99,0.71,0.37,0.15,0.59,0.29,0.91,0.44,0.29,0.59
UX Researcher,127391,14,Bachelor's,0.18,1.18,0.5,Medium,0.11,0.91,0.67,0.55,0.37,0.13,0.71,0.81,0.13,0.49
AI Engineer,87392,26,Master's,0.85,0.82,0.13,Low,0.53,0.65,0.2,0.91,0.65,0.63,0.9,0.91,0.14,0.15
Software Engineer,142255,29,Master's,0.07,0.67,0.31,Medium,0.34,0.04,0.69,0.82,0.89,0.55,0.95,0.01,0.13,0.29
AI Engineer,128664,25,High School,0.89,1.12,0.15,Low,0.67,0.18,0.46,0.51,0.1,0.03,0.75,0.53,0.33,0.44
AI Engineer,33347,17,Bachelor's,0.38,0.6,0.17,Low,0.65,0.01,0.33,0.39,0.46,0.3,0.67,0.94,0.91,0.66
UX Researcher,105618,1,Master's,0.83,1.34,0.63,Medium,0.16,0.03,0.98,0.96,0.56,0.99,0.77,0.52,0.39,0.59
Software Engineer,135309,5,PhD,0.99,0.99,0.63,Medium,0.81,0.07,0.09,0.66,0.26,0.66,0.14,0.4,0.1,0.28
