Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Data Scientist,95234,4,Bachelor's,0.78,1.28,0.44,Medium,0.88,0.01,0.31,0.34,0.17,0.34,0.59,0.52,0.32,0.75
Data Scientist,127976,9,High School,0.29,1.03,0.64,Medium,0.07,0.08,0.56,0.64,0.21,0.75,0.65,0.92,0.17,0.75
AI Engineer,118816,24,Master's,0.36,1.07,0.11,Low,0.44,0.28,0.12,0.32,0.85,0.38,0.75,0.18,0.42,0.11
Data Scientist,73906,21,PhD,0.62,1.11,0.39,Medium,0.47,0.86,0.17,0.02,0.65,0.05,0.98,0.61,0.47,0.43
UX Researcher,42568,3,PhD,0.75,1.4,0.42,Medium,0.47,0.86,0.78,0.39,0.85,0.05,0.78,0.21,0.29,0.49
Data Scientist,147982,28,Bachelor's,0.52,1.04,0.43,Medium,0.18,0.77,0.4,0.51,0.64,0.91,0.71,0.05,0.84,0.99
Software Engineer,81011,0,PhD,0.97,1.05,0.48,Medium,0.33,0.66,0.23,0.1,0.03,0.29,0.4,0.55,0.29,0.98
Data Scientist,148691,1,PhD,0.44,0.6,0.4,Medium,0.05,0.56,0.75,0.2,0.37,0.02,0.84,0.78,0.06,0.36
UX Researcher,139014,10,PhD,0.39,1.03,0.44,Medium,0.6,0.98,1.0,0.77,0.4,0.49,0.36,0.99,0.71,0.45
Data Scientist,37529,21,Bachelor's,0.81,0.61,0.61,Medium,0.39,0.47,0.17,0.02,0.67,0.59,0.62,0.26,0.24,0.83
AI Engineer,75477,2,PhD,0.05,0.8,0.19,Low,0.62,0.07,0.66,0.53,0.83,0.22,0.2,0.79,0.7,0.79
UX Researcher,101880,10,PhD,0.43,0.69,0.51,Medium,0.03,0.52,0.59,0.36,0.76,0.14,0.88,0.96,0.0,0.84
UX Researcher,37011,4,Master's,0.46,0.74,0.48,Medium,0.95,0.21,0.18,0.24,0.55,0.93,0.57,0.24,0.44,0.39
Software Engineer,109741,18,Bachelor's,0.3,1.36,0.38,Medium,0.0,0.87,0.33,0.41,0.45,0.85,0.34,0.89,0.62,0.53
Software Engineer,82762,8,High School,0.23,1.46,0.5,Medium,0.4,0.84,0.09,0.42,0.38,0.35,0.31,0.21,0.17,0.64
UX Researcher,89199,15,Bachelor's,0.88,1.16,0.43,Medium,0.92,0.88,0.72,0.36,0.79,0.32,0.25,0.52,1.0,0.8
Software Engineer,53983,18,High School,0.33,1.2,0.56,Medium,0.18,0.97,0.35,0.33,0.37,0.09,0.62,0.24,0.8,0.39
Software Engineer,71397,15,High School,0.07,0.98,0.49,Medium,0.31,0.93,0.28,0.29,0.23,0.15,0.36,0.68,0.74,0.81
Data Scientist,42705,27,Bachelor's,0.64,0.59,0.31,Medium,0.05,0.61,0.61,0.5,0.31,0.53,0.52,0.02,0.28,0.05
Software Engineer,107275,19,Master's,0.96,0.52,0.61,Medium,0.97,0.34,0.65,0.56,0.76,0.87,0.6,0.82,0.31,0.23
UX Researcher,65314,24,Master's,0.67,1.28,0.37,Medium,0.3,0.45,0.36,0.98,0.83,0.48,0.88,0.35,0.79,0.22
UX Researcher,121396,16,PhD,0.31,0.88,0.5,Medium,0.02,0.08,0.26,0.55,0.77,0.69,0.57,0.4,0.87,0.46
Data Scientist,89871,29,Master's,0.22,1.16,0.47,Medium,0.06,0.47,0.52,0.85,0.73,0.08,0.21,0.31,0.12,0.46
Software Engineer,76887,18,PhD,0.77,0.77,0.57,Medium,0.35,0.57,0.38,0.3,0.86,0.75,0.35,0.43,0.69,0.81
AI Engineer,94817,12,High School,0.54,1.45,0.24,Low,0.12,0.56,0.41,0.79,0.04,0.41,0.32,0.14,0.38,0.67
Data Scientist,62676,4,PhD,0.16,0.75,0.66,Medium,0.97,0.95,0.19,0.9,0.14,0.51,0.64,0.46,0.95,0.33
Data Scientist,44590,22,High School,0.08,1.35,0.47,Medium,0.7,0.68,0.68,0.51,0.28,0.63,0.96,0.83,0.11,0.02
Software Engineer,68463,5,Bachelor's,0.78,0.81,0.58,Medium,0.93,0.46,0.24,0.92,0.47,0.41,0.35,0.42,0.67,0.43
Software Engineer,52053,16,Bachelor's,0.74,0.7,0.38,Medium,0.7,0.87,0.24,0.19,0.67,0.62,0.45,0.1,0.09,0.78
Software Engineer,104767,24,Bachelor's,0.86,1.07,0.55,Medium,0.93,0.16,0.54,0.06,0.36,0.15,0.19,0.93,0.61,0.89
Software Engineer,65303,20,PhD,0.6,0.53,0.49,Medium,0.56,0.02,0.79,0.3,0.45,0.54,0.99,0.1,0.56,0.53
AI Engineer,80724,18,Bachelor's,0.99,1.07,0.09,Low,0.16,0.76,0.59,0.55,0.47,0.73,0.86,0.3,0.22,0.67
UX Researcher,33687,15,High School,0.64,0.87,0.64,Medium,0.63,0.22,0.34,0.85,0.39,0.54,0.65,0.35,0.29,0.48
UX Researcher,100880,21,Bachelor's,0.24,1.02,0.37,Medium,0.28,0.52,0.74,0.09,0.3,0.93,0.43,0.94,0.99,0.53
Software Engineer,133144,16,Master's,0.66,0.51,0.36,Medium,0.22,0.27,0.15,0.41,0.08,0.75,0.79,0.57,0.09,0.89
Software Engineer,127364,0,Master's,0.7,1.34,0.52,Medium,0.32,0.48,0.51,0.4,0.93,0.74,0.24,0.59,0.69,0.14
UX Researcher,141706,18,Bachelor's,0.67,0.89,0.46,Medium,0.76,0.5,0.73,0.51,0.59,0.76,0.61,0.62,0.79,0.95
UX Researcher,43869,7,High School,0.63,1.27,0.41,Medium,0.74,0.78,0.83,0.31,0.68,0.3,0.74,0.46,0.6,0.42
Software Engineer,54608,4,High School,0.43,0.54,0.36,Medium,0.08,0.59,0.19,0.5,0.37,0.8,0.32,0.46,0.72,0.43
Data Scientist,90302,18,PhD,0.64,0.5,0.4,Medium,0.28,0.09,0.28,0.32,0.97,0.67,0.43,0.99,0.15,0.48
Data Scientist,72412,21,Bachelor's,0.39,1.02,0.48,Medium,0.57,0.73,0.77,0.65,0.2,0.4,0.07,0.45,0.97,0.64
Software Engineer,105069,12,Master's,0.82,0.98,0.6,Medium,0.02,0.93,0.77,0.39,0.38,0.1,0.82,0.77,0.63,0.1
Data Scientist,71918,15,PhD,0.13,1.03,0.57,Medium,0.06,0.07,0.87,0.46,0.46,0.94,0.32,0.9,0.97,0.24
Software Engineer,145131,19,High School,0.64,1.03,0.52,Medium,0.79,0.19,0.98,0.44,0.95,0.38,0.6,0.45,0.68,0.18
Software Engineer,116949,11,High School,0.29,0.98,0.65,Medium,0.04,0.98,0.99,0.6,0.33,0.22,0.28,0.05,0.48,0.06
Data Scientist,88204,14,PhD,0.5,0.84,0.55,Medium,0.84,0.06,0.97,0.1,0.51,0.56,0.14,0.92,0.47,0.14
UX Researcher,96783,20,Bachelor's,0.63,1.16,0.49,Medium,0.16,0.01,0.34,0.75,0.96,0.43,0.37,0.45,0.43,0.63
UX Researcher,97323,19,Bachelor's,0.61,0.84,0.42,Medium,0.21,0.41,0.2,0.96,0.15,0.91,0.43,0.38,0.23,0.64
Software Engineer,67236,10,Master's,0.06,1.19,0.32,Medium,0.74,0.75,0.65,0.73,0.09,0.73,0.14,0.34,0.94,0.5
Data Scientist,73464,27,Master's,0.56,1.1,0.44,Medium,0.37,0.69,0.32,0.56,0.28,0.17,0.45,0.22,0.9,0.3
Software Engineer,76905,12,High School,0.87,0.62,0.67,Medium,0.27,0.53,0.07,0.43,0.13,0.05,0.97,0.73,0.72,0.09
Data Scientist,101341,15,High School,0.85,0.51,0.42,Medium,1.0,0.43,0.89,0.33,0.53,0.85,0.61,0.73,0.23,0.16
Software Engineer,96951,6,Master's,0.08,1.34,0.69,Medium,0.09,0.81,0.86,0.12,0.28,0.73,0.81,0.35,0.16,0.65
Software Engineer,44057,5,High School,0.5,0.64,0.64,Medium,0.65,0.87,0.93,0.81,0.96,0.95,0.62,0.73,0.7,0.62
Data Scientist,63797,24,Bachelor's,0.68,0.79,0.31,Medium,0.2,0.4,0.17,0.19,0.39,0.96,0.76,0.32,0.95,0.65
AI Engineer,136827,15,High School,0.64,1.15,0.07,Low,0.95,0.11,0.56,0.33,0.43,0.61,0.91,0.46,0.99,0.59
AI Engineer,74597,12,High School,0.48,1.17,0.25,Low,0.97,0.63,0.87,0.0,0.53,0.21,0.09,0.53,0.75,0.41
Software Engineer,111299,27,High School,0.16,0.9,0.52,Medium,0.03,0.63,0.4,0.01,0.67,0.71,0.63,0.34,0.53,0.39
UX Researcher,94535,1,High School,0.7,0.71,0.41,Medium,0.57,0.45,0.74,0.38,0.86,0.43,0.04,0.02,0.65,0.54
Software Engineer,55577,7,High School,0.81,1.1,0.69,Medium,0.98,0.35,0.99,0.96,0.64,0.33,0.75,0.27,0.63,0.02
Data Scientist,114705,29,Master's,0.52,1.45,0.56,Medium,0.28,0.53,0.63,0.64,0.59,0.18,0.03,0.34,0.43,0.06
Software Engineer,100412,21,Bachelor's,0.28,0.61,0.57,Medium,0.14,0.67,0.65,0.81,0.14,0.78,1.0,0.85,0.75,0.66
Software Engineer,128757,14,PhD,0.41,0.85,0.34,Medium,0.54,0.3,0.66,0.32,0.43,0.05,0.99,0.51,0.02,0.54
UX Researcher,129584,7,Bachelor's,0.77,1.2,0.36,Medium,0.66,0.77,0.57,0.89,0.28,0.24,0.87,0.63,0.0,0.35
AI Engineer,148283,25,Bachelor's,0.37,1.48,0.08,Low,0.56,0.01,0.71,0.2,0.13,0.34,0.77,0.11,0.23,0.01
Data Scientist,137033,28,Bachelor's,0.88,1.24,0.48,Medium,0.98,0.46,0.11,0.99,0.02,0.55,0.31,0.5,0.56,0.24
AI Engineer,49361,20,Master's,0.68,1.34,0.17,Low,0.83,0.78,0.67,0.45,0.27,0.86,0.65,0.8,0.55,0.17
UX Researcher,37769,22,PhD,0.41,0.96,0.33,Medium,0.27,0.85,0.74,0.56,0.48,0.26,0.47,0.6,0.71,0.17
UX Researcher,52772,29,PhD,0.01,1.03,0.39,Medium,0.32,0.02,0.75,0.95,0.22,0.34,0.21,0.93,0.01,0.58
Software Engineer,107925,19,PhD,0.77,1.0,0.62,Medium,0.26,0.12,0.43,0.94,0.5,0.64,0.62,0.13,0.39,0.71
UX Researcher,82736,21,PhD,0.01,0.72,0.58,Medium,0.77,0.28,0.41,0.04,0.24,0.78,0.61,0.21,0.26,0.82
UX Researcher,146298,6,Bachelor's,0.64,1.04,0.54,Medium,0.68,0.17,0.3,0.74,0.16,0.34,0.67,0.94,0.08,0.52
Software Engineer,112753,1,Master's,0.38,0.67,0.64,Medium,0.33,0.75,0.82,0.77,0.39,0.94,0.66,0.58,0.7,0.04
Software Engineer,81716,26,Master's,0.88,0.66,0.47,Medium,0.41,0.36,0.56,1.0,0.26,0.7,0.76,0.58,0.1,0.57
AI Engineer,46250,19,PhD,0.34,1.14,0.29,Low,0.8,0.69,0.97,0.17,0.77,0.41,0.36,0.52,0.03,0.31
Data Scientist,66742,3,High School,0.6,0.97,0.43,Medium,0.37,0.37,0.97,0.23,0.82,0.71,0.01,0.99,0.76,0.68
UX Researcher,75040,4,Master's,0.5,1.02,0.55,Medium,0.69,0.65,0.59,0.16,0.21,0.26,0.92,0.76,0.55,0.25
UX Researcher,91752,29,PhD,0.05,1.26,0.46,Medium,0.82,0.78,0.63,0.26,0.1,0.25,0.51,0.98,0.06,0.2
AI Engineer,58327,13,Master's,0.74,0.63,0.18,Low,0.56,0.17,0.43,0.65,0.28,0.33,0.12,0.41,0.58,0.12
UX Researcher,105127,14,Bachelor's,0.6,0.52,0.43,Medium,0.06,0.32,0.06,0.17,0.41,0.51,0.22,0.73,0.59,0.69
UX Researcher,124274,26,High School,0.49,0.63,0.67,Medium,0.32,0.19,0.48,0.04,0.25,0.07,0.13,0.11,0.87,0.93
Software Engineer,73162,6,High School,0.74,1.17,0.56,Medium,0.48,0.06,0.95,0.85,0.49,0.16,0.82,0.43,0.39,0.67
AI Engineer,48246,10,High School,0.72,0.99,0.05,Low,0.23,0.71,0.3,0.92,0.71,0.29,0.52,0.67,0.19,0.25
Software Engineer,90475,2,Master's,0.12,1.04,0.59,Medium,0.55,0.95,0.1,0.72,0.82,0.7,0.39,0.39,0.59,0.4
Data Scientist,74380,15,Master's,0.33,0.71,0.41,Medium,0.43,0.18,0.96,0.11,0.99,0.84,0.42,0.74,0.67,0.21
Data Scientist,136974,26,Master's,0.25,0.53,0.68,Medium,0.32,0.71,0.51,0.67,0.11,0.52,0.39,0.45,0.97,0.14
Data Scientist,57154,15,PhD,0.36,0.86,0.42,Medium,0.55,0.13,0.04,0.9,0.93,0.08,0.55,0.54,0.37,0.57
Data Scientist,123335,22,PhD,0.26,0.86,0.5,Medium,0.79,0.17,0.11,0.15,0.22,0.06,0.93,0.32,0.18,0.64
Software Engineer,69819,4,Master's,0.63,0.63,0.39,Medium,0.62,0.02,0.63,0.67,0.24,0.6,0.53,0.26,0.46,0.91
Data Scientist,132567,4,Bachelor's,0.0,1.2,0.52,Medium,0.21,0.23,0.81,0.5,0.7,0.45,0.24,0.97,0.57,0.13
Software Engineer,58498,10,Bachelor's,0.86,1.23,0.45,Medium,0.33,0.48,0.87,0.25,0.1,0.86,0.03,0.91,0.31,0.51
Software Engineer,127095,14,High School,0.77,1.4,0.54,Medium,0.05,0.4,0.07,0.75,0.06,0.19,0.42,0.46,0.41,0.46
AI Engineer,85124,18,Master's,0.37,1.05,0.13,Low,0.35,0.61,0.49,0.72,0.56,0.8,0.44,0.49,0.67,0.22
UX Researcher,127071,20,Master's,0.66,0.81,0.41,Medium,0.81,0.98,0.77,0.52,0.44,0.54,0.46,0.5,0.2,0.9
AI Engineer,109036,1,Master's,0.68,1.45,0.12,Low,0.08,0.83,1.0,0.58,0.06,0.78,0.07,0.54,0.28,0.92
Data Scientist,78229,16,Master's,0.12,1.42,0.57,Medium,0.31,0.79,0.49,0.14,0.88,0.34,0.7,0.29,0.5,0.82
UX Researcher,128747,21,Bachelor's,0.64,0.79,0.4,Medium,0.16,0.14,0.53,0.68,0.45,0.12,0.65,0.56,0.38,0.33
Data Scientist,74329,5,Master's,0.73,1.03,0.47,Medium,0.69,0.04,0.22,0.62,0.85,0.38,0.26,0.52,0.62,0.42
Software Engineer,71476,0,PhD,0.42,1.21,0.3,Low,0.28,0.14,0.13,0.96,0.38,0.53,0.73,0.05,0.24,0.83
Software Engineer,80608,17,High School,0.06,0.56,0.45,Medium,0.19,0.93,0.58,0.29,0.7,0.37,0.13,0.24,0.64,0.05
AI Engineer,92188,24,Master's,0.25,1.08,0.22,Low,0.31,0.69,0.34,0.63,0.63,0.28,0.64,0.38,0.34,0.29
UX Researcher,81638,21,High School,0.63,0.64,0.44,Medium,0.59,0.14,0.85,0.03,0.1,0.12,0.53,0.62,0.4,0.29
Data Scientist,104263,4,High School,0.02,0.97,0.61,Medium,0.86,0.82,0.42,0.73,0.29,0.06,0.68,0.65,0.8,0.62
UX Researcher,118458,27,Bachelor's,0.29,0.6,0.44,Medium,0.3,0.63,0.88,0.45,0.75,0.15,0.89,0.15,0.19,0.11
Data Scientist,149359,0,PhD,0.47,0.68,0.53,Medium,0.41,0.65,0.95,0.53,0.79,0.75,0.92,0.21,0.83,0.91
Data Scientist,117178,4,PhD,0.21,0.89,0.64,Medium,0.22,0.81,0.28,0.03,0.11,0.75,0.26,0.65,0.7,0.35
UX Researcher,45231,0,High School,0.01,1.07,0.55,Medium,0.3,0.73,0.38,0.72,0.14,0.91,0.88,0.15,0.94,0.56
UX Researcher,61917,10,Master's,0.8,0.78,0.41,Medium,0.83,0.15,0.62,0.96,0.84,0.06,0.32,0.14,0.95,0.99
AI Engineer,130901,27,Master's,0.99,0.69,0.21,Low,0.54,0.15,0.17,0.99,0.45,0.13,0.21,0.27,0.51,0.34
Software Engineer,131053,0,Master's,0.42,1.17,0.55,Medium,0.38,0.57,0.21,0.55,0.8,0.76,0.36,0.11,0.8,0.27
AI Engineer,66738,18,High School,0.51,0.78,0.12,Low,0.02,0.69,0.78,0.03,0.59,0.78,0.38,0.43,0.36,0.32
Software Engineer,40037,25,Master's,0.72,0.53,0.34,Medium,0.33,0.07,0.99,0.58,0.49,0.79,0.98,0.96,0.79,0.38
UX Researcher,53519,24,Bachelor's,0.25,1.2,0.67,Medium,0.76,0.08,0.47,0.44,0.34,0.49,0.44,0.01,0.24,0.21
Data Scientist,100363,11,Bachelor's,0.17,0.57,0.38,Medium,0.85,0.8,0.44,0.88,0.23,0.58,0.14,0.83,0.13,0.03
Data Scientist,105650,5,Master's,0.57,1.03,0.61,Medium,0.93,0.33,0.21,0.4,0.44,0.04,0.86,1.0,0.92,0.86
AI Engineer,44466,9,PhD,0.22,1.31,0.26,Low,0.05,0.71,0.06,0.59,0.67,0.37,0.88,0.8,0.93,0.31
UX Researcher,140397,18,PhD,0.8,0.6,0.55,Medium,0.7,0.9,0.22,0.6,0.43,0.38,0.11,0.13,0.84,0.75
Data Scientist,33303,29,Master's,0.75,1.03,0.51,Medium,0.76,0.31,0.09,0.35,0.16,0.97,0.58,0.45,0.91,0.9
AI Engineer,121751,12,Master's,0.23,0.87,0.15,Low,0.96,0.41,0.22,0.63,0.43,0.25,0.72,0.19,0.63,0.43
Data Scientist,101452,2,High School,0.42,1.07,0.69,Medium,0.08,0.46,0.4,0.82,0.9,0.91,0.38,0.3,0.45,0.34
Software Engineer,92520,7,PhD,0.46,0.65,0.48,Medium,0.2,0.39,0.49,0.35,0.94,0.56,0.84,0.76,0.66,0.5
UX Researcher,54559,20,Master's,0.69,1.05,0.44,Medium,0.84,0.86,0.05,0.4,0.03,0.84,0.18,0.67,0.36,0.82
Software Engineer,68433,29,Master's,0.98,1.45,0.64,Medium,0.85,0.66,0.83,0.21,0.39,0.64,0.87,0.66,0.84,0.47
Data Scientist,132076,26,High School,0.67,1.14,0.36,Medium,0.63,0.4,0.46,0.8,0.33,0.15,0.87,0.21,0.29,0.71
Data Scientist,135341,14,High School,0.89,0.85,0.57,Medium,0.12,0.74,0.17,0.69,0.42,0.93,0.46,0.03,0.48,0.8
AI Engineer,122079,12,Bachelor's,0.05,0.56,0.25,Low,0.86,0.6,0.43,0.85,0.73,0.58,0.32,0.2,0.42,0.29
Data Scientist,130296,26,PhD,0.88,1.45,0.53,Medium,0.75,0.51,0.29,0.85,0.6,0.58,0.66,0.86,0.73,0.21
AI Engineer,82990,27,High School,0.1,0.88,0.3,Low,0.57,0.62,0.47,0.66,0.96,0.59,0.07,0.49,0.99,0.39
Software Engineer,69379,26,Bachelor's,0.11,0.64,0.65,Medium,0.3,0.31,0.39,0.97,0.08,0.82,0.34,0.85,0.99,0.35
UX Researcher,111839,29,High School,0.61,1.41,0.44,Medium,0.7,0.06,0.79,0.83,0.4,0.64,0.86,0.88,0.11,0.83
Software Engineer,38871,6,High School,0.8,1.13,0.67,Medium,0.55,0.06,0.4,0.66,0.38,1.0,0.41,0.55,0.23,0.15
AI Engineer,78743,10,Master's,0.59,0.5,0.12,Low,0.64,0.81,0.31,0.65,0.27,0.69,0.7,0.13,0.67,0.33
Data Scientist,117090,27,High School,0.92,1.09,0.61,Medium,0.4,0.99,0.23,0.26,0.05,0.94,0.46,0.67,0.69,0.87
UX Researcher,94310,12,Bachelor's,0.91,0.62,0.37,Medium,0.31,0.56,0.13,0.2,0.9,0.11,0.4,0.76,0.89,0.34
Software Engineer,67470,10,High School,0.09,0.66,0.54,Medium,0.44,0.55,0.88,0.82,0.89,0.62,0.49,0.46,0.74,0.52
UX Researcher,124364,24,High School,0.31,1.34,0.57,Medium,0.85,0.29,0.46,0.82,0.64,0.36,0.51,1.0,0.74,0.61
AI Engineer,30030,0,Master's,0.44,1.45,0.19,Low,0.33,0.09,0.38,0.57,0.7,0.88,0.94,0.1,0.6,0.67
AI Engineer,92086,21,Master's,0.14,0.52,0.27,Low,0.33,0.16,0.17,0.89,0.65,0.96,0.8,0.77,0.5,0.82
UX Researcher,134643,2,Bachelor's,0.83,1.26,0.57,Medium,0.33,0.63,0.51,0.46,0.99,0.5,0.03,0.63,0.73,0.89
Software Engineer,136565,22,Bachelor's,0.02,0.62,0.36,Medium,0.21,0.8,0.31,0.31,0.76,0.41,0.06,0.59,0.13,0.57
UX Researcher,84026,19,Master's,0.76,0.82,0.45,Medium,0.49,0.51,0.21,0.67,0.69,0.14,0.53,0.61,0.19,0.89
AI Engineer,140549,1,Bachelor's,0.87,1.03,0.17,Low,0.72,0.21,0.79,0.43,0.13,0.12,0.16,0.89,0.99,0.36
Software Engineer,74099,6,High School,0.13,1.14,0.62,Medium,0.79,0.72,0.89,0.22,0.11,0.62,0.82,0.58,0.96,0.8
Software Engineer,104892,28,Master's,0.78,0.76,0.41,Medium,0.35,0.3,0.25,0.75,0.03,0.73,0.82,0.07,0.06,0.29
UX Researcher,73280,28,Master's,0.02,1.17,0.54,Medium,0.65,0.22,0.23,0.43,0.1,0.07,0.09,0.57,0.4,0.29
Software Engineer,82445,25,Bachelor's,0.19,0.57,0.56,Medium,0.85,0.95,0.77,0.2,0.98,0.92,0.16,0.56,0.56,0.44
UX Researcher,86152,11,Master's,0.21,1.17,0.61,Medium,0.2,0.82,0.96,0.62,0.78,0.53,0.6,0.01,0.52,0.58
Software Engineer,57762,7,Bachelor's,0.89,0.51,0.61,Medium,0.47,0.52,0.21,0.61,0.54,0.16,0.24,0.07,0.07,0.01
Software Engineer,115847,18,Bachelor's,0.77,1.25,0.56,Medium,1.0,0.46,0.71,0.8,0.38,0.46,0.97,0.03,0.34,0.49
Data Scientist,30645,4,High School,0.9,0.79,0.4,Medium,0.82,0.28,0.66,0.82,0.79,0.78,0.09,0.08,0.31,0.04
Software Engineer,64224,11,High School,0.69,1.23,0.69,Medium,0.23,0.09,0.26,0.12,0.17,0.33,0.41,0.9,0.2,0.97
UX Researcher,95162,25,PhD,0.43,1.05,0.44,Medium,0.79,0.63,0.69,0.23,0.97,0.66,0.2,0.75,0.17,0.06
Data Scientist,123004,16,Bachelor's,0.79,1.12,0.33,Medium,0.84,0.19,0.98,0.38,0.62,0.08,0.34,0.8,0.48,0.9
Software Engineer,47874,25,Bachelor's,0.93,1.48,0.48,Medium,0.57,0.83,0.22,0.86,0.59,0.73,0.08,0.77,0.31,0.81
Software Engineer,149318,17,High School,0.27,1.45,0.61,Medium,0.99,0.36,0.65,0.61,0.69,0.04,0.29,0.91,0.42,0.96
Data Scientist,45890,19,PhD,0.59,0.6,0.43,Medium,0.6,0.01,0.04,0.68,0.89,0.86,0.17,0.91,0.7,0.72
Data Scientist,51946,13,High School,0.74,0.61,0.65,Medium,0.28,0.21,0.61,0.21,0.51,0.41,0.23,0.29,0.43,0.35
UX Researcher,70577,22,Master's,0.41,1.38,0.47,Medium,0.86,0.03,0.49,0.95,0.25,0.27,0.63,0.93,0.2,0.92
Data Scientist,132524,8,High School,0.78,1.41,0.56,Medium,0.48,0.38,0.42,0.85,0.98,0.05,0.58,0.52,0.38,0.85
Data Scientist,70344,14,High School,0.65,0.55,0.42,Medium,0.46,0.27,0.05,0.09,0.8,0.91,0.15,0.25,0.65,0.95
UX Researcher,66443,3,High School,0.53,1.3,0.62,Medium,0.7,0.89,0.2,0.18,0.8,0.32,0.51,0.74,0.4,0.13
Data Scientist,103298,14,Master's,0.14,1.36,0.5,Medium,0.02,0.97,0.97,0.38,0.95,0.14,0.68,0.19,0.25,0.78
